year,overall_pick,newPick,pickDifference,rank,team,player,college,3_point_percentage,assists,average_assists,average_minutes_played,average_total_rebounds,box_plus_minus,expected_perf,field_goal_percentage,free_throw_percentage,games,minutes_played,observed_perf,overall_performance,pick_perf_difference,points,points_per_game,total_rebounds,value_over_replacement,win_shares,win_shares_per_48_minutes,years_active
2002,52,51,1,NA,MIN,Marcus Taylor,Michigan State,,,,,,,,,,,,,,,,,,,,,
2002,41,41,0,Rotation,LAC,Mario Kasun,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2002,46,10,36,Elite,MEM,Matt Barnes,UCLA,,,,,,,,,,,,,,,,,,,,,
2002,12,31,-19,Role,LAC,Melvin Ely,Fresno State,,,,,,,,,,,,,,,,,,,,,
2002,3,7,-4,Star,GSW,Mike Dunleavy,Duke,,,,,,,,,,,,,,,,,,,,,
2002,36,52,-16,NA,NYK,Milos Vujanic,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2002,55,53,2,NA,DAL,Mladen Sekularac,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2002,24,13,11,Starter,NJN,Nenad Krstić,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2002,7,6,1,Star,NYK,Nenê,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2002,5,38,-33,Role,DEN,Nikoloz Tskitishvili,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2002,49,54,-5,NA,SEA,Peter Fehse,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2002,21,33,-12,Role,POR,Qyntel Woods,Northeast Mississippi Community College,,,,,,,,,,,,,,,,,,,,,
2002,57,45,12,Rotation,SAS,Randy Holcomb,San Diego State,,,,,,,,,,,,,,,,,,,,,
2002,53,12,41,Starter,MIA,Rasual Butler,La Salle,,,,,,,,,,,,,,,,,,,,,
2002,32,47,-15,Rotation,MEM,Robert Archibald,Illinois,,,,,,,,,,,,,,,,,,,,,
2002,39,55,-16,NA,WAS,Rod Grizzard,Alabama,,,,,,,,,,,,,,,,,,,,,
2002,31,18,13,Solid,CHI,Roger Mason,Virginia,,,,,,,,,,,,,,,,,,,,,
2002,42,16,26,Starter,MIL,Ronald Murray,Shaw,,,,,,,,,,,,,,,,,,,,,
2002,19,44,-25,Rotation,UTA,Ryan Humphrey,Notre Dame,,,,,,,,,,,,,,,,,,,,,
2002,45,56,-11,NA,PHI,Sam Clancy,USC,,,,,,,,,,,,,,,,,,,,,
2002,30,57,-27,NA,GSW,Steve Logan,Cincinnati,,,,,,,,,,,,,,,,,,,,,
2002,54,42,12,Rotation,NJN,Tamar Slay,Marshall,,,,,,,,,,,,,,,,,,,,,
2002,23,5,18,Star,DET,Tayshaun Prince,Kentucky,,,,,,,,,,,,,,,,,,,,,
2002,38,46,-8,Rotation,HOU,Tito Maddox,Fresno State,,,,,,,,,,,,,,,,,,,,,
2002,33,26,7,Solid,DEN,Vincent Yarbrough,Tennessee,,,,,,,,,,,,,,,,,,,,,
2002,1,3,-2,Star,HOU,Yao Ming,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2003,58,45,13,Rotation,DET,Andreas Glyniadakis,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2003,21,9,12,Star,ATL,Boris Diaw,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2003,56,39,17,Rotation,BOS,Brandon Hunter,Ohio University,,,,,,,,,,,,,,,,,,,,,
2003,24,30,-6,Solid,LAL,Brian Cook,Illinois,,,,,,,,,,,,,,,,,,,,,
2003,25,19,6,Starter,DET,Carlos Delfino,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2003,3,3,0,SuperStar,DEN,Carmelo Anthony,Syracuse,,,,,,,,,,,,,,,,,,,,,
2003,4,4,0,SuperStar,TOR,Chris Bosh,Georgia Tech,,,,,,,,,,,,,,,,,,,,,
2003,6,14,-8,Elite,LAC,Chris Kaman,Central Michigan University,,,,,,,,,,,,,,,,,,,,,
2003,20,29,-9,Solid,BOS,Dahntay Jones,Duke,,,,,,,,,,,,,,,,,,,,,
2003,2,32,-30,Solid,DET,Darko Miličić,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2003,18,5,13,Star,NOH,David West,Xavier,,,,,,,,,,,,,,,,,,,,,
2003,40,40,0,Rotation,GSW,Derrick Zimmerman,Mississippi State,,,,,,,,,,,,,,,,,,,,,
2003,5,2,3,Generational,MIA,Dwyane Wade,Marquette,,,,,,,,,,,,,,,,,,,,,
2003,49,24,25,Starter,IND,James Jones,Miami (FL),,,,,,,,,,,,,,,,,,,,,
2003,48,43,5,Rotation,NOH,James Lang,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2003,10,27,-17,Starter,WAS,Jarvis Hayes,Georgia,,,,,,,,,,,,,,,,,,,,,
2003,31,28,3,Solid,CLE,Jason Kapono,UCLA,,,,,,,,,,,,,,,,,,,,,
2003,33,46,-13,NA,MIA,Jerome Beasley,University of North Dakota,,,,,,,,,,,,,,,,,,,,,
2003,29,11,18,Elite,DAL,Josh Howard,Wake Forest,,,,,,,,,,,,,,,,,,,,,
2003,43,22,21,Starter,MIL,Keith Bogans,Kentucky,,,,,,,,,,,,,,,,,,,,,
2003,27,20,7,Starter,MEM,Kendrick Perkins,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2003,7,7,0,Star,CHI,Kirk Hinrich,Kansas,,,,,,,,,,,,,,,,,,,,,
2003,51,6,45,Star,NJN,Kyle Korver,Creighton,,,,,,,,,,,,,,,,,,,,,
2003,1,1,0,Generational,CLE,LeBron James,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2003,28,13,15,Elite,SAS,Leandro Barbosa,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2003,14,10,4,Elite,SEA,Luke Ridnour,Oregon,,,,,,,,,,,,,,,,,,,,,
2003,32,26,6,Starter,LAL,Luke Walton,Arizona,,,,,,,,,,,,,,,,,,,,,
2003,30,38,-8,Rotation,NYK,Maciej Lampe,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2003,44,48,-4,NA,HOU,Malick Badiane,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2003,13,31,-18,Solid,MEM,Marcus Banks,UNLV,,,,,,,,,,,,,,,,,,,,,
2003,36,49,-13,NA,CHI,Mario Austin,Mississippi State,,,,,,,,,,,,,,,,,,,,,
2003,45,18,27,Starter,CHI,Matt Bonner,Florida,,,,,,,,,,,,,,,,,,,,,
2003,11,25,-14,Starter,GSW,Mickaël Piétrus,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2003,9,34,-25,Role,NYK,Mike Sweetney,Georgetown,,,,,,,,,,,,,,,,,,,,,
2003,47,8,39,Star,UTA,Mo Williams,Alabama,,,,,,,,,,,,,,,,,,,,,
2003,26,42,-16,Rotation,MIN,Ndudi Ebi,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2003,54,50,4,NA,POR,Nedžad Sinanović,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2003,12,17,-5,Elite,SEA,Nick Collison,Kansas,,,,,,,,,,,,,,,,,,,,,
2003,50,51,-1,NA,PHI,Paccelis Morlende,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2003,15,41,-26,Rotation,ORL,Reece Gaines,Louisville,,,,,,,,,,,,,,,,,,,,,
2003,52,52,0,NA,TOR,Remon van de Hare,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2003,55,53,2,NA,MIN,Rick Rickert,Minnesota,,,,,,,,,,,,,,,,,,,,,
2003,46,54,-8,NA,DEN,Sani Bečirovič,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2003,19,33,-14,Solid,UTA,Sasha Pavlović,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2003,39,47,-8,NA,NYK,Slavko Vraneš,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2003,34,55,-21,NA,LAC,Sofoklis Schortsanitis,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2003,38,16,22,Elite,WAS,Steve Blake,Maryland,,,,,,,,,,,,,,,,,,,,,
2003,35,56,-21,NA,MIL,Szymon Szewczyk,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2003,8,12,-4,Elite,MIL,T.J. Ford,Texas,,,,,,,,,,,,,,,,,,,,,
2003,53,57,-4,NA,CHI,Tommy Smith,Arizona State,,,,,,,,,,,,,,,,,,,,,
2003,37,37,0,Role,ATL,Travis Hansen,BYU,,,,,,,,,,,,,,,,,,,,,
2003,23,21,2,Starter,POR,Travis Outlaw,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2003,16,44,-28,Rotation,BOS,Troy Bell,Boston College,,,,,,,,,,,,,,,,,,,,,
2003,41,23,18,Starter,SEA,Willie Green,Detroit Mercy,,,,,,,,,,,,,,,,,,,,,
2003,57,58,-1,NA,DAL,Xue Yuyang,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2003,42,15,27,Elite,ORL,Zaza Pachulia,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2003,22,36,-14,Role,NJN,Zoran Planinić,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2003,17,35,-18,Role,PHO,Žarko Čabarkapa,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2004,15,5,10,Star,BOS,Al Jefferson,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2004,39,47,-8,NA,TOR,Albert Miralles,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2004,30,15,15,Elite,ORL,Anderson Varejão,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2004,35,43,-8,Rotation,SEA,Andre Emmett,Texas Tech,,,,,,,,,,,,,,,,,,,,,
2004,9,2,7,SuperStar,PHI,Andre Iguodala,Arizona,,,,,,,,,,,,,,,,,,,,,
2004,11,22,-11,Starter,GSW,Andris Biedriņš,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2004,36,41,-5,Rotation,ORL,Antonio Burks,Memphis,,,,,,,,,,,,,,,,,,,,,
2004,3,11,-8,Elite,CHI,Ben Gordon,UConn,,,,,,,,,,,,,,,,,,,,,
2004,28,13,15,Elite,SAS,Beno Udrih,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2004,45,28,17,Role,CHA,Bernard Robinson,Michigan,,,,,,,,,,,,,,,,,,,,,
2004,58,48,10,NA,MIN,Blake Stepp,Gonzaga,,,,,,,,,,,,,,,,,,,,,
2004,38,17,21,Elite,CHI,Chris Duhon,Duke,,,,,,,,,,,,,,,,,,,,,
2004,51,49,2,NA,NJN,Christian Drejer,Florida,,,,,,,,,,,,,,,,,,,,,
2004,29,30,-1,Role,IND,David Harrison,Colorado,,,,,,,,,,,,,,,,,,,,,
2004,41,50,-9,NA,SEA,David Young,NC Central,,,,,,,,,,,,,,,,,,,,,
2004,24,14,10,Elite,BOS,Delonte West,Saint Joseph's,,,,,,,,,,,,,,,,,,,,,
2004,5,9,-4,Star,WAS,Devin Harris,Wisconsin,,,,,,,,,,,,,,,,,,,,,
2004,34,34,0,Rotation,ATL,Donta Smith,Southeastern Illinois College,,,,,,,,,,,,,,,,,,,,,
2004,19,20,-1,Starter,MIA,Dorell Wright,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2004,1,1,0,SuperStar,ORL,Dwight Howard,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2004,2,12,-10,Elite,CHA,Emeka Okafor,UConn,,,,,,,,,,,,,,,,,,,,,
2004,46,44,2,Rotation,POR,Ha Seung-Jin,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2004,18,10,8,Star,NOH,J.R. Smith,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2004,31,38,-7,Rotation,CHI,Jackson Vroman,Iowa State,,,,,,,,,,,,,,,,,,,,,
2004,20,7,13,Star,DEN,Jameer Nelson,Saint Joseph's,,,,,,,,,,,,,,,,,,,,,
2004,6,18,-12,Starter,ATL,Josh Childress,Stanford,,,,,,,,,,,,,,,,,,,,,
2004,17,4,13,Star,ATL,Josh Smith,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2004,40,39,1,Rotation,BOS,Justin Reed,Ole Miss,,,,,,,,,,,,,,,,,,,,,
2004,26,8,18,Star,SAC,Kevin Martin,Western Carolina University,,,,,,,,,,,,,,,,,,,,,
2004,16,25,-9,Solid,UTA,Kirk Snyder,Nevada,,,,,,,,,,,,,,,,,,,,,
2004,14,21,-7,Starter,UTA,Kris Humphries,Minnesota,,,,,,,,,,,,,,,,,,,,,
2004,33,40,-7,Rotation,LAC,Lionel Chalmers,Xavier,,,,,,,,,,,,,,,,,,,,,
2004,55,31,24,Role,HOU,Luis Flores,Manhattan College,,,,,,,,,,,,,,,,,,,,,
2004,10,32,-22,Role,CLE,Luke Jackson,Oregon,,,,,,,,,,,,,,,,,,,,,
2004,7,3,4,Star,PHO,Luol Deng,Duke,,,,,,,,,,,,,,,,,,,,,
2004,56,51,5,NA,LAL,Marcus Douthit,Providence,,,,,,,,,,,,,,,,,,,,,
2004,53,36,17,Rotation,MIA,Matt Freije,Vanderbilt,,,,,,,,,,,,,,,,,,,,,
2004,47,37,10,Rotation,MIA,Pape Sow,Cal State Fullerton,,,,,,,,,,,,,,,,,,,,,
2004,21,46,-25,NA,UTA,Pavel Podkolzin,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2004,32,45,-13,Rotation,WAS,Peter John Ramos,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2004,8,33,-25,Role,TOR,Rafael Araújo,BYU,,,,,,,,,,,,,,,,,,,,,
2004,59,52,7,NA,IND,Rashad Wright,Georgia,,,,,,,,,,,,,,,,,,,,,
2004,54,53,1,NA,DET,Rickey Paulding,Missouri,,,,,,,,,,,,,,,,,,,,,
2004,48,54,-6,NA,SAC,Ricky Minard,Morehead State University,,,,,,,,,,,,,,,,,,,,,
2004,12,29,-17,Role,SEA,Robert Swift,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2004,52,55,-3,NA,SAS,Romain Sato,Xavier,,,,,,,,,,,,,,,,,,,,,
2004,37,26,11,Role,ATL,Royal Ivey,Texas,,,,,,,,,,,,,,,,,,,,,
2004,27,24,3,Solid,LAL,Sasha Vujačić,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2004,13,23,-10,Starter,POR,Sebastian Telfair,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2004,57,56,1,NA,SAS,Sergei Karaulov,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2004,49,57,-8,NA,MEM,Sergei Lishouk,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2004,23,35,-12,Rotation,POR,Sergei Monia,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2004,4,19,-15,Starter,LAC,Shaun Livingston,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2004,44,58,-14,NA,NOH,Tim Pickett,Florida State,,,,,,,,,,,,,,,,,,,,,
2004,25,16,9,Elite,BOS,Tony Allen,Oklahoma State,,,,,,,,,,,,,,,,,,,,,
2004,43,6,37,Star,NYK,Trevor Ariza,UCLA,,,,,,,,,,,,,,,,,,,,,
2004,50,42,8,Rotation,DAL,Vassilis Spanoulis,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2004,22,27,-5,Role,NJN,Viktor Khryapa,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2004,42,59,-17,NA,ATL,Viktor Sanikidze,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2005,60,49,11,Rotation,DET,Alex Acker,Pepperdine,,,,,,,,,,,,,,,,,,,,,
2005,56,13,43,Elite,DET,Amir Johnson,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2005,49,21,28,Starter,WAS,Andray Blatche,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2005,1,9,-8,Star,MIL,Andrew Bogut,Utah,,,,,,,,,,,,,,,,,,,,,
2005,10,15,-5,Elite,LAL,Andrew Bynum,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2005,15,38,-23,Role,NJN,Antoine Wright,Texas A&M,,,,,,,,,,,,,,,,,,,,,
2005,52,56,-4,NA,DEN,Axel Hervelle,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2005,47,41,6,Role,MIN,Bracey Wright,Indiana,,,,,,,,,,,,,,,,,,,,,
2005,33,17,16,Elite,NOH,Brandon Bass,LSU,,,,,,,,,,,,,,,,,,,,,
2005,34,18,16,Elite,UTA,C.J. Miles,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2005,59,57,2,NA,ATL,Cenk Akyol,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2005,8,14,-6,Elite,NYK,Channing Frye,Arizona,,,,,,,,,,,,,,,,,,,,,
2005,7,19,-12,Starter,TOR,Charlie Villanueva,UConn,,,,,,,,,,,,,,,,,,,,,
2005,4,1,3,Generational,NOH,Chris Paul,Wake Forest,,,,,,,,,,,,,,,,,,,,,
2005,42,50,-8,Rotation,GSW,Chris Taft,Pitt,,,,,,,,,,,,,,,,,,,,,
2005,32,42,-10,Role,LAC,Daniel Ewing,Duke,,,,,,,,,,,,,,,,,,,,,
2005,17,8,9,Star,IND,Danny Granger,New Mexico,,,,,,,,,,,,,,,,,,,,,
2005,30,3,27,Star,NYK,David Lee,Florida,,,,,,,,,,,,,,,,,,,,,
2005,3,2,1,SuperStar,UTA,Deron Williams,Illinois,,,,,,,,,,,,,,,,,,,,,
2005,54,45,9,Role,NYK,Dijon Thompson,UCLA,,,,,,,,,,,,,,,,,,,,,
2005,46,58,-12,NA,IND,Erazem Lorbek,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2005,36,12,24,Elite,MIL,Ersan İlyasova,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2005,11,59,-48,NA,ORL,Fran Vázquez,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2005,23,24,-1,Starter,SAC,Francisco García,Louisville,,,,,,,,,,,,,,,,,,,,,
2005,18,23,-5,Starter,BOS,Gerald Green,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2005,19,26,-7,Starter,MEM,Hakim Warrick,Syracuse,,,,,,,,,,,,,,,,,,,,,
2005,28,27,1,Starter,SAS,Ian Mahinmi,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2005,9,32,-23,Solid,GSW,Ike Diogu,Arizona State,,,,,,,,,,,,,,,,,,,,,
2005,22,10,12,Star,DEN,Jarrett Jack,Georgia Tech,,,,,,,,,,,,,,,,,,,,,
2005,26,31,-5,Solid,DET,Jason Maxiell,Cincinnati,,,,,,,,,,,,,,,,,,,,,
2005,16,33,-17,Solid,TOR,Joey Graham,Oklahoma State,,,,,,,,,,,,,,,,,,,,,
2005,25,36,-11,Solid,SEA,Johan Petro,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2005,20,53,-33,Rotation,DEN,Julius Hodge,NC State,,,,,,,,,,,,,,,,,,,,,
2005,55,43,12,Role,SEA,Lawrence Roberts,Mississippi State,,,,,,,,,,,,,,,,,,,,,
2005,27,28,-1,Solid,POR,Linas Kleiza,Missouri,,,,,,,,,,,,,,,,,,,,,
2005,45,5,40,Star,PHI,Lou Williams,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2005,24,25,-1,Starter,HOU,Luther Head,Illinois,,,,,,,,,,,,,,,,,,,,,
2005,57,11,46,Star,PHO,Marcin Gortat,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2005,6,22,-16,Starter,POR,Martell Webster,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2005,44,54,-10,NA,ORL,Martynas Andriuškevičius,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2005,2,7,-5,Star,ATL,Marvin Williams,UNC,,,,,,,,,,,,,,,,,,,,,
2005,48,39,9,Role,SEA,Mickaël Gelabale,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2005,43,55,-12,NA,NJN,Mile Ilić,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2005,40,4,36,Star,GSW,Monta Ellis,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2005,21,16,5,Elite,PHO,Nate Robinson,Washington,,,,,,,,,,,,,,,,,,,,,
2005,53,46,7,Role,BOS,Orien Greene,Louisiana,,,,,,,,,,,,,,,,,,,,,
2005,14,30,-16,Solid,MIN,Rashad McCants,UNC,,,,,,,,,,,,,,,,,,,,,
2005,5,6,-1,Star,CHA,Raymond Felton,UNC,,,,,,,,,,,,,,,,,,,,,
2005,35,60,-25,NA,POR,Ricky Sánchez,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2005,51,51,0,Rotation,UTA,Robert Whaley,Walsh University,,,,,,,,,,,,,,,,,,,,,
2005,41,44,-3,Role,TOR,Roko Ukić,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2005,37,29,8,Solid,LAL,Ronny Turiaf,Gonzaga,,,,,,,,,,,,,,,,,,,,,
2005,50,20,30,Starter,BOS,Ryan Gomes,Providence,,,,,,,,,,,,,,,,,,,,,
2005,31,37,-6,Solid,ATL,Salim Stoudamire,Arizona,,,,,,,,,,,,,,,,,,,,,
2005,13,35,-22,Solid,CHA,Sean May,UNC,,,,,,,,,,,,,,,,,,,,,
2005,38,34,4,Solid,ORL,Travis Diener,Marquette,,,,,,,,,,,,,,,,,,,,,
2005,58,48,10,Rotation,TOR,Uroš Slokar,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2005,39,40,-1,Role,LAL,Von Wafer,Florida State,,,,,,,,,,,,,,,,,,,,,
2005,29,47,-18,Rotation,MIA,Wayne Simien,Kansas,,,,,,,,,,,,,,,,,,,,,
2005,12,52,-40,Rotation,LAC,Yaroslav Korolev,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2006,3,25,-22,Role,CHA,Adam Morrison,Gonzaga,,,,,,,,,,,,,,,,,,,,,
2006,45,37,8,Role,IND,Alexander Johnson,Florida State,,,,,,,,,,,,,,,,,,,,,
2006,1,9,-8,Elite,TOR,Andrea Bargnani,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2006,37,36,1,Role,MIN,Bobby Jones,Washington,,,,,,,,,,,,,,,,,,,,,
2006,6,6,0,Star,MIN,Brandon Roy,Washington,,,,,,,,,,,,,,,,,,,,,
2006,15,48,-33,Rotation,NOK,Cedric Simmons,NC State,,,,,,,,,,,,,,,,,,,,,
2006,51,52,-1,NA,LAL,Cheikh Samb,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2006,36,19,17,Solid,MIN,Craig Smith,Boston College,,,,,,,,,,,,,,,,,,,,,
2006,59,45,14,Rotation,SAS,Damir Markota,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2006,42,14,28,Starter,CLE,Daniel Gibson,Texas,,,,,,,,,,,,,,,,,,,,,
2006,39,33,6,Role,MIL,David Noel,UNC,,,,,,,,,,,,,,,,,,,,,
2006,46,18,28,Elite,UTA,Dee Brown,Illinois,,,,,,,,,,,,,,,,,,,,,
2006,46,16,30,Elite,UTA,Dee Brown,Illinois,,,,,,,,,,,,,,,,,,,,,
2006,46,18,28,Rotation,UTA,Dee Brown,Illinois,,,,,,,,,,,,,,,,,,,,,
2006,46,16,30,Rotation,UTA,Dee Brown,Illinois,,,,,,,,,,,,,,,,,,,,,
2006,40,53,-13,NA,SEA,Denham Brown,UConn,,,,,,,,,,,,,,,,,,,,,
2006,56,54,2,NA,TOR,Edin Bavčić,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2006,55,55,0,NA,CLE,Ejike Ugboaja,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2006,52,51,1,Rotation,LAC,Guillermo Díaz,Miami (FL),,,,,,,,,,,,,,,,,,,,,
2006,54,42,12,Rotation,NJN,Hassan Adams,Arizona,,,,,,,,,,,,,,,,,,,,,
2006,12,29,-17,Role,NOK,Hilton Armstrong,UConn,,,,,,,,,,,,,,,,,,,,,
2006,11,7,4,Star,ORL,J.J. Redick,Duke,,,,,,,,,,,,,,,,,,,,,
2006,58,56,2,NA,DAL,J.R. Pinnock,George Washington,,,,,,,,,,,,,,,,,,,,,
2006,41,47,-6,Rotation,ORL,James Augustine,Illinois,,,,,,,,,,,,,,,,,,,,,
2006,31,38,-7,Role,POR,James White,Cincinnati,,,,,,,,,,,,,,,,,,,,,
2006,30,34,-4,Role,POR,Joel Freeland,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2006,26,13,13,Starter,LAL,Jordan Farmar,UCLA,,,,,,,,,,,,,,,,,,,,,
2006,23,27,-4,Role,NJN,Josh Boone,UConn,,,,,,,,,,,,,,,,,,,,,
2006,38,50,-12,Rotation,GSW,Kosta Perović,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2006,24,2,22,SuperStar,MEM,Kyle Lowry,Villanova,,,,,,,,,,,,,,,,,,,,,
2006,2,1,1,SuperStar,CHI,LaMarcus Aldridge,Texas,,,,,,,,,,,,,,,,,,,,,
2006,49,23,26,Role,DEN,Leon Powe,California,,,,,,,,,,,,,,,,,,,,,
2006,44,57,-13,NA,ORL,Lior Eliyahu,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2006,57,58,-1,NA,MIN,Loukas Mavrokefalidis,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2006,43,41,2,Rotation,NOK,Marcus Vinicius,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2006,22,43,-21,Solid,NJN,Marcus Williams,UConn,,,,,,,,,,,,,,,,,,,,,
2006,22,41,-19,Solid,NJN,Marcus Williams,UConn,,,,,,,,,,,,,,,,,,,,,
2006,22,43,-21,NA,NJN,Marcus Williams,UConn,,,,,,,,,,,,,,,,,,,,,
2006,22,41,-19,NA,NJN,Marcus Williams,UConn,,,,,,,,,,,,,,,,,,,,,
2006,29,31,-2,Role,NYK,Mardy Collins,Temple,,,,,,,,,,,,,,,,,,,,,
2006,28,49,-21,Rotation,DAL,Maurice Ager,Michigan State,,,,,,,,,,,,,,,,,,,,,
2006,10,46,-36,Rotation,SEA,Mouhamed Sene,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2006,18,35,-17,Role,WAS,Oleksiy Pecherov,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2006,35,8,27,Elite,TOR,P.J. Tucker,Texas,,,,,,,,,,,,,,,,,,,,,
2006,9,44,-35,Rotation,GSW,Patrick O'Bryant,Bradley,,,,,,,,,,,,,,,,,,,,,
2006,34,40,-6,Rotation,LAC,Paul Davis,Michigan State,,,,,,,,,,,,,,,,,,,,,
2006,47,3,44,SuperStar,UTA,Paul Millsap,Louisiana Tech,,,,,,,,,,,,,,,,,,,,,
2006,19,32,-13,Role,SAC,Quincy Douby,Rutgers University,,,,,,,,,,,,,,,,,,,,,
2006,21,4,17,Star,PHO,Rajon Rondo,Kentucky,,,,,,,,,,,,,,,,,,,,,
2006,7,10,-3,Elite,BOS,Randy Foye,Villanova,,,,,,,,,,,,,,,,,,,,,
2006,20,26,-6,Role,NYK,Renaldo Balkman,South Carolina,,,,,,,,,,,,,,,,,,,,,
2006,16,24,-8,Role,CHI,Rodney Carney,Memphis,,,,,,,,,,,,,,,,,,,,,
2006,14,12,2,Starter,UTA,Ronnie Brewer,Arkansas,,,,,,,,,,,,,,,,,,,,,
2006,8,5,3,Star,HOU,Rudy Gay,UConn,,,,,,,,,,,,,,,,,,,,,
2006,50,28,22,Role,CHA,Ryan Hollins,UCLA,,,,,,,,,,,,,,,,,,,,,
2006,27,20,7,Solid,PHO,Sergio Rodríguez,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2006,25,17,8,Solid,CLE,Shannon Brown,Michigan State,,,,,,,,,,,,,,,,,,,,,
2006,17,21,-4,Solid,IND,Shawne Williams,Memphis,,,,,,,,,,,,,,,,,,,,,
2006,5,22,-17,Solid,ATL,Shelden Williams,Duke,,,,,,,,,,,,,,,,,,,,,
